tweet_content,harassment,indirecth,physicalh,sexualh
when a girl cries for a gu it means she reall misses him but when a gu cries for a girl nobod can love that gir,1,0,0,1
when a guy you like retweets another girls picture and youre like mkr,0,0,0,0
when are we going to see the show we are over the ads,0,0,0,0
when beyonc said its not the cheating that hurts its the type of bitches he cheats with now i have to look her in he,0,0,0,0
when did mkr australia become mkr asia,0,0,0,0
when he say he like goth girls this is what he means,0,0,0,0
when her hands get sore she finds another way to get the job done,1,0,0,1
when i need to concentrate and hak hard i put on the tron legacy soundtrack,0,0,0,0
when i think lemon tart i think tart lemon yes colin i see what you did there,0,0,0,0
when im coming thru this bitch you gon respect me on in this bitch,1,0,0,1
when it s dark i look towards my star,0,0,0,0
when my friends say some shit in front of my mom that they werent supposed to,1,0,0,1
when she s summoned the strength of white girls but your nigga senses are tingling,0,0,0,0
when shot for dabboo ratnani calendar,0,0,0,0
when someone tells me they loved me on im like,0,0,0,0
when the other team cooks the same dish as you,0,0,0,0
when u get tomorrows call time at am and you had thought it would be pm theday,0,0,0,0
when you acted up for the sub amp your teacher comes back the next day amp reads off the names of the kids who were bad ht,1,0,0,1
when you catch someone staring at you,0,0,0,0
when you in bed and remember bae had the audacity to date other girls before he met you,0,0,0,0
when you lucky enough to feel the love of a woman then the celebrations and exultations for,0,0,0,0
when you really happy livin yo life you dont care for beef thats a broke miserable bitch sport,1,0,0,1
when you see yourself in the mirror first thing in the morning,0,0,0,0
when you sign a legally binding piece of paper saying youre gonna do something you cant just decide not to do it,0,0,0,0
when you thought they used a slow motion effect but it turned out the girls are doing it manually ctfu still one of my f,1,0,0,1
when your at nando s and you asked for water but start pouring coke and get caught,1,0,0,1
when your homie scared of girls,1,0,0,1
where are all my lady knights lets show the boys how its done lt3,0,0,0,0
where would we be without the love of a woman,0,0,0,0
where would we be without the love of a woman standing behind her man even when hes wrong,0,0,0,0
while watching mkr or real housewives,0,0,0,0
while you were distracted with eth and dash mkr did a casual x this year gt ytd,0,0,0,0
white girls are a whole different breed,0,0,0,0
who are these clowns calling the game rambling on about who knows what go call a duke game get out of here,0,0,0,0
who cares who wins as long as its not carmen and lauren,1,0,0,1
who enters a cooking competition in a country so proud of its sea food when eating fish makes them ill an attention seeker does,0,0,0,0
who is getting the second dish,1,0,0,1
who knew pippa married the boat shed owner michael in real life recap however for the win,0,0,0,0
who let the snake out of the chamber of secrets,0,0,0,0
who likely win a fucking joke there is not a rightwing bias so theres that,0,0,0,0
who pays for band aids cause dont nobody like this bitch so they plot on this toxic unstable hoe and the bi,1,0,0,1
who puts ice in tequila honestly,0,0,0,0
who replied to the github issue is the man here i beli,0,0,0,0
who was responsible for convincing these girls they were so pretty,0,0,0,0
who will ask for the pear after the rhubarb,0,0,0,0
who you are in mario kart says a lot about you mario normie bitch luigi what kinda dumbass picks the sidekick yoshi or d,1,0,0,1
whoever is responsible for the music and sound on has done a damn good job,1,0,0,1
whoevers doing the soundtrack to tonight is getting sassy,0,0,0,0
whom i barely know but whose positivity is infectious,0,0,0,0
whos an fan catch these beauties,0,0,0,0
whos going to win or in the semis,0,0,0,0
whos he pickers isnt that the bloke from mkr looks like an activated almond eating vegan,0,0,0,0
whose name is stuck in the handkerchief,0,0,0,0
why are all of you girls tryna do gift exchanges wtf,0,0,0,0
why are all the christmas movies so straight where are my movies about girls who awkwardly meet by bumping into each other,0,0,0,0
why are wa girls still in they are sooooooo rude,1,0,0,1
why cant ibo people just do black friday on bride price so that guys can marry their girls easily with grea,0,0,0,0
why did the main meal not work out just cous,0,0,0,0
why didnt they buy a packet of blanched almonds,0,0,0,0
why do bitches think they doing something like bitch we made you tf ranned over little ass girl your tempo,1,0,0,1
why do girls say why you di so big bitxh i woke up like this,0,0,0,0
why do people speed in parking garages like bitch,1,0,0,1
why do some girls get nice boobs like this but i get little ass mosquito bites,1,0,0,1
why do we continue to undervalue fathers and overburden mothers goodwill ambassador anne hathaway on paid parental leave,0,0,0,0
why do we never see pete swallow,1,0,0,1
why does it look like her pants are falling down or are they tights as pants,0,0,0,0
why does the world want me to do crossfit,0,0,0,0
why have we got afl in melbourne,0,0,0,0
why is it ok to use cambells pre packed stock but not green curry sponsor,0,0,0,0
why is josh laughing hes just messed up the easiest dish chicken,0,0,0,0
why is josh such a goat king of seafood i think not,0,0,0,0
why is no one sticking up for amy and allowing him to say things like that what is wrong with these people,0,0,0,0
why is that daft girl wearing a purple towelling swimming cap to a dinner party has she any idea how ridiculous she looks,0,0,0,0
why is their whole menu dick related,0,0,0,0
why is there no campbells stock in manus crate,0,0,0,0
why is there no peeling of pears or chopping of sprouts,0,0,0,0
why is there nothing about legal action being taken then,0,0,0,0
why is tyrone fucking with the lions bitch,1,0,0,1
why so much meow this season,0,0,0,0
wifes making me watch id rather check out,0,0,0,0
wild and free just as they should be,0,0,0,0
will demonstrate to your family and your boss that your emotions are more important than your responsibili,1,0,0,1
will it be a fun weekend,0,0,0,0
will send bajrang dal youths to attract muslim girls if muslims don t stop love jihad vhp leader gopal,0,0,0,0
will the desert costy them melty or will they freeze,0,0,0,0
will there be a watch party for those who cannot make it down to orlando to watch our girls play,0,0,0,0
will these high scores make tyson show some emotion,0,0,0,0
will this tart be the deconstructing of the girls,0,0,0,0
will those killer blondes kill the whole dinner,0,0,0,0
willie all the way oh wait thats mitch my bad,0,0,0,0
win95 did it first with more style,0,0,0,0
winner in my eyes congratulations on the nomination,0,0,0,0
winners of robotics festival society benefits from education and equality for girls,0,0,0,0
wisdom is knowing how little you know,0,0,0,0
wish i was there to eat it,0,0,0,0
wish it was a moes on the river,0,0,0,0
wish my cheesecakes turned out like that,0,0,0,0
wish none of this girls had to go home,0,0,0,0
wish these blondes were in that how to get away with murder show,1,0,0,1
with all the negative comments on tonights instalment of ive read im glad i didnt watch it,0,0,0,0
with some characters you do have an idea of what the journey is but with this i realized afterwards that this person is,0,0,0,0
with the nonsense i read daily i feel like that some people posting this stuff need to have their comp,0,0,0,0
without her even a her0 is a,0,0,0,0
without the love of a woman i dont even exist we owe you more you deserve better from us,1,0,0,1
woman are the future rise up stand up shine on h,0,0,0,0
woman pieces a man man grabs her to restrain her woman you put your fuckin hands on meeeeee,1,0,0,1
women a good man is as hard to find as you have heard but good women are everywhere,1,0,0,1
women and girls are violated every day in every possible way in the name of religion enough,0,0,0,0
women and girls can eerience violence from a husband a boyfriend an intimate partner a lover a parent a relative a colleague a,1,0,1,0
women are beautiful women are powerful,1,0,1,0
women are most respectable in our society and culture i believe in giving them due respect no matter what the situ is,0,0,0,0
women arent created weaker than men women are created stronger to teach amp love us without women everyones nothing,1,0,1,0
women possess a unique combination of willdetermination amp emotionsthey can protectsupport amp uplift the family amp societyhapp,0,0,0,0
womens role in making of a nation is vital should never be compromised sg,0,0,0,0
woo hoo home and away starts back tonight so does my kitchen rules,0,0,0,0
woo lets go jake and elle,0,0,0,0
woo sheri and emilie what a good statt lets hope they keep it up,0,0,0,0
woooo randoh hugs are best hugs,0,0,0,0
woooooo weclome to oce esports people,0,0,0,0
woooooooooow this bitch really ruined my whole fucking day,1,0,0,1
wooooooooow this season going to be wired but exciting,0,0,0,0
working in hospitality made me lose faith in humanity,0,0,0,0
world needs science science needs women,1,0,0,1
worst looking restaurant so far so tacky,0,0,0,0
would love a celebrity mkr with you in it,0,0,0,0
wouldnt have known if someone hadnt said something here at the salon it clearly didnt register with folks here,0,0,0,0
wouldnt mind some of those prawns lets hope the octopus is good,0,0,0,0
wow a moon so bright you can see the colors and features across africa the lights of the mediterranean give a powerful,1,0,0,1
wow come on nev and kell,1,0,0,1
wow dave and betty can really put flavours together,0,0,0,0
wow gianni amp zana can talk the talk but they are also backing it up by walking the walk they are on fire,1,0,0,1
wow josh and amy disgust me as people,0,0,0,0
wow ok this year rly fucked me up bitch,1,0,0,1
wow okay i m feeling very attacked here marls,0,0,0,0
wow that marron looks fantastic making me hungry just by watching,1,0,0,1
wow thats a lot of minutes like weeks non stop,1,0,0,1
wow these beauty queens are annoying me big time,1,0,0,1
wow tonight has been an embarrassment,0,0,0,0
wow what a night looks like they know how to cook,1,0,0,1
wrath who has been seen playing for ghost in recent weeks allegedly re,0,0,0,0
wtf the girls used bought sorbet amd that was the standout shouldnt they be disqualified,0,0,0,0
www paradisenudegirls com nude nepale girls,1,0,0,1
wya let s catch a flight,0,0,0,0
xxx hardcore pron naked girls bloppers,0,0,0,0
y do i miss these girls in less than hours,1,0,0,1
y don t girls shoot their shot,0,0,0,0
y u do this to me now im a wreck x over,1,0,0,1
y2k wasn t a disaster because the problems were widely discussed and people worked hard on solving them not because it was f,0,0,0,0
ya terrorists killed by mkr forces,0,0,0,0
ya thats why i differentiated boy and girls list,0,0,0,0
yaaay lets go qld you can do it,0,0,0,0
yah stay hyping these videos where the bitch only sucking the tip like please throat that shit and stop playing around,1,0,0,1
yall i am already in love with the two russian girls,0,0,0,0
yall made one point more calm your tits,0,0,0,0
yall need to start taking these girls seriously they all had amazing critically acclaimed music this year but no,0,0,0,0
yall niggas be so focused on just sex yall dont realize some of these girls are funny amp cool af personalities more dope,0,0,0,0
yay breakfast run in central station come on tahlia and bianca,0,0,0,0
yay can i not be excited for the mkr finale nadia lims is soooooooo effing beautiful,0,0,0,0
yay just found mkr new zealand and with pete and manu judging on sky living that s me a happy bunny,1,0,0,1
yay mkr new zealand series starting now on sky living shame theyve halved the weeks,0,0,0,0
yay so excited for the start of mkr new zealand,0,0,0,0
yea gonna give ethernets a change first then switch modem up too if needed ty for help,1,0,0,1
yea it s unfortunate that they hold a majority of t,0,0,0,0
yeah because he has the highest ranking in the country and people are salty he got elected people and ce,0,0,0,0
yeah colin would be looking for more fat in his sausage,0,0,0,0
yeah donovan mitchell got the juice via,0,0,0,0
yeah girls with opinions are just the worst,0,0,0,0
yeah he got fouls i think,0,0,0,0
yeah he d be better off playing really,0,0,0,0
yeah i cant see her sporting victorias secret wings anytime soon,0,0,0,0
yeah i do the same sort of thing with some songs i literally come back to taylor swif,0,0,0,0
yeah i re logged and it was fixed,0,0,0,0
yeah i was like okay how long is spotify gonna read me for filth oh seven hours cool cool cool rip me,0,0,0,0
yeah it did found out my internet cable goes through my security system so i lose like down,0,0,0,0
yeah its cg but our scene in general is still a joke,1,0,0,1
yeah i ve copped over was good fun,0,0,0,0
yeah which is a joke but still an obligation,1,0,0,1
yearold woman recreates famous paintings in selfportraits,0,0,0,0
years ago today men broke into your home and threatened your family which you lost your life trying to protect peo,1,0,0,1
yep im sure woolworths ads disney movie trailers sunrise promos and mkr in promos will all be ai,0,0,0,0
yes i cheated a little on this and only used one particular method,0,0,0,0
yes i dont have travel plans for awhile con at the end of february maybe travel in february and also forever,1,0,0,1
yes its the mkr effect its brave new world where people are entertained into submission bread amp c,0,0,0,0
yes mitch is back and got the cream time to get back on track mitch and laura,1,0,0,1
yes no shit lol the clothes aren t catered to tall women,1,0,0,1
yes to mkr having had a huge impact on media taste it seems so basic and true to the roots but it,1,0,0,1
yes wa wa wanaka well deserved win awesome chris n bex,1,0,0,1
yes we get it youre pretty tone down the self promo and just cook,1,0,0,1
yes where is the report of shame and do not identify me please i know i,0,0,0,0
yes yes yes its my absolute favorite and i would follow lane harlan into hell this and wc harlan are,1,0,0,1
yes you put in the wrong way cue dumb blonde jokes,0,0,0,0
yessssssssssss this is good and a good moviebook to boot,0,0,0,0
yet another dinner after working at simple yet delicious htt,0,0,0,0
yet another dinner after working at simple yet delicious,0,0,0,0
yeww haha go miss hart and tresne great job tonight,0,0,0,0
yikes these girls at my school really think white privilege is only having wealth mmmmm that is not correct,1,0,0,1
yo lena gives good ass advice thats my bitch,1,0,0,1
yo mitch you gotta delete your twitter now i m sorry for your loss,1,0,0,1
yo this shit is madddddd beautiful wow,1,0,0,1
yooo my dude josh off has the roughest lid who agrees,0,0,0,0
you are ltleans in closer to web cam that s off gt,0,0,0,0
you are the opposite of bad you are good one of the best girls,0,0,0,0
you are way too cheery in the morning,0,0,0,0
you can now install arduino mkr gsm in arduino ide,0,0,0,0
you can see david die a little bit inside everytime betty calls him brother,0,0,0,0
you cant get impeached unless you do something criminal so if they prove it and hes guilty then im o,0,0,0,0
you choose valuebased over other trends in the industry read our new blog post on,0,0,0,0
you could be anything this world but of all the things you could pick to be you sure look like a hater or a bitch to me,1,0,0,1
you didnt deserve this karma is a bitch amp that nigga gon get whats coming to him keep your head up beautiful,1,0,0,1
you didnt say hi to me at the ctf,0,0,0,0
you didn t see the whole team up between and her sister and the showdown w the big fucker at the end,0,0,0,0
you dont know crazy as girfriends until you baes ex sends pics of you to him mkr,1,0,0,1
you girls can do it looks good,0,0,0,0
you got the correct version social anxiety begone,1,0,0,1
you guys are making fun of girls which is not good she might be actress but she,0,0,0,0
you had my attention at spacex,0,0,0,0
you had to see it coming a threetime rookie of the week winner in november is named the nfl offensive rookie of,0,0,0,0
you have obviously never watched mkr that is true cooks in their wild habitat,0,0,0,0
you know are in bitch you i sucks monkey butts,1,0,0,1
you know who you are and us girls know who you are too,1,0,0,1
you know youre pretty smart for a girl,0,0,0,0
you paying for dallas are you,0,0,0,0
you say u my bro but you stop fucking with me cause your bitch told you not too fall out with me bout anything but a bitch,1,0,0,1
you should feel and you will make a solid combo,0,0,0,0
you way don t luh youuu,0,0,0,0
you were just saying that the player has to play for t,0,0,0,0
you would think that they would be able to pronounce properly since they are so well travelled,0,0,0,0
young boy bought the premium package on moves dot com what the camera man saying,0,0,0,0
young people learn this skill as quickly as possible if you feel the high of righteousness writing something that s,0,0,0,0
your a fool if you think i give a shit what you think,1,0,0,1
your lil fan dugguyelling his love shahrukh khan shahrukh khan just thinking you are on live video chat have a loo,0,0,0,0
your on everyone s case maybe it s time you took a break for a little bit,1,0,0,1
youre so defensive about this lol yall needa calm down and delete twitter i think,0,0,0,0
youre so right i love mark amp chris theyre hilarious,0,0,0,0
youve got a strong grip for a girl,0,0,0,0
youve just proved that you are two blondes with fucked up faces,0,0,0,0
you ve eerienced this bug right do y all utilize a lot of self de,0,0,0,0
you ve never seen anything like this bts tomorrow,0,0,0,0
yr old naked black girls naked amature guys,1,1,0,0
yup something makes me think theres something else at play otherwise,0,0,0,0
yuuuuuuuuup thats likely why the tron soundtrack showed up so much on my spotify stuff,0,0,0,0
y all don t even be with this shit lol y all be on here fronting he asks you for a some and you start questioning yours,0,0,0,0
y all know his momma about to beat his ass right he ain t know his lil ass was gone go viral,1,0,1,0
y all only call girls funny when y all wanna fuck,1,0,0,1
zana doesnt have a leg to stand on with her husbands flavour savour,0,0,0,0
zana ruins the night for me hope her night fails miserably,0,0,0,0
zebra undies chic in pink dress,1,0,0,1
zucchini fries for mr tomorrow night fantastic idea,0,0,0,0
on my way to the grand prix final in nagoya japan,0,0,0,0
i don t want your girlfriend to come and beat me o the girls were right all along,0,0,0,0
ooooh karl lagerfeld designed it oooh isn t it fabulous it s upside down,0,0,0,0
run mv was released it ve been years,0,0,0,0
s grace rusth you re an inspiration to not just girls amp women but all americans ty for your service amp suppor,0,0,0,0
out of the two blondes which one is beavis and which is butthead does it matter,0,0,0,0
really really another round those butcher promo girls better be nice to sheri and emilie yes or else,1,0,0,1
a man is lucky if he is the first love of a woman a woman is lucky if she is the last love of a man charles dickson,0,0,0,0
a wise woman builds her house but a foolish woman tears it down with her hands real women take res,1,1,0,0
blood sweat amp tears is now the longest charting boy group song on melons top chart surpassing bigbangs lies,0,0,0,0
clothes crafting is coming soon not soon enough bitch i better be outta these ugly ass shorts by the end of the week,1,0,0,1
four things support the world the learning of the wise the justice of the great the prayers of the good and the valor of,0,0,0,0
i am surprised how difficult for people is to say i love you they only say the magic words when they are sure they w,0,0,0,0
i think wonder woman is important for everyone first of all little girls can see and be inspired to know that they can,0,0,0,0
love is loyalty act like a lady think like a man steve harvey,0,0,0,0
na it s cool my dog don t bite,0,0,0,0
sprdr of bud vybs amp mkr of gud tyms problem solved,0,0,0,0
still a better love story than twilight,0,0,0,0
the biggest coward of a man is to awaken the love of a woman without the intention of loving her,0,0,0,0
the biggest coward of a man is to awaken the love of a woman without the intention of loving her,0,0,0,0
there was an idea marvel studios in theaters may,1,0,0,1
this incident has been logged in the sudoers file,0,0,0,0
we want to construct a different world of work for women her statement on,0,0,0,0
i tend to assume that spacetime and everything in it are in some sense emergent,0,0,0,0
the lithium ignites on contact with air the fluorine ignites on contact with almost anything else,1,0,0,1
in this house we we love amp respect shah rukh khan,0,0,0,0
these are the true strong women unlike those participating in i choose to honor them and know im equ,0,0,0,0
we need to grab a drink over xmas break,0,0,0,0
old guys bunch of straws and mope buckets,1,0,0,1
because that s gonna change the community and help it grow syf,0,0,0,0
y all i am already in love with the two russian girls,0,0,0,0
of the girls i went to hs with is a contestant on the series of,0,0,0,0
it is the story about the culture of fueling up white girls with dope drugs to fuck,0,0,0,0
no you just dog piled her until she did and then you unapologetically attacked her after the fact bitch boy,1,0,1,0
let me be the da and say everyone needs to toughen the fuck up and stop being a little spoilt bitch moaning about e,1,0,0,1
white girls are giving me pussy only because of the color of my skin that s racist but i m cool with it,0,0,0,0
need a bitch with an afro to suck my dick,1,0,0,1
need a bitch with an afro to suck my dick,1,0,0,1
no you just dog piled her until she did and then you unapologetically attacked her after the fact bitch boy,1,0,1,0
let me be the da and say everyone needs to toughen the fuck up and stop being a little spoilt bitch moaning about e,1,0,0,1
white girls are giving me pussy only because of the color of my skin that s racist but i m cool with it,0,0,0,0
need a bitch with an afro to suck my dick,1,0,0,1
need a bitch with an afro to suck my dick,1,0,0,1
except is wrong on almost everything afaik she hasn t rebutted any of the criticis,0,0,0,0
perfect i don t wish harassment on mike s wife or baby but she has chosen to marry a serio,0,0,0,0
mister metokur on pornstar august ames being cyberbullied into suicide bc she di,1,0,0,1
young woman is driven to suicide by a hatefull comments it s okay when we do it and she was guilty of wrongthin,0,0,0,0
august ames was murdered by the nazbol gang because she was too trad,1,0,0,1
i don t even know what s she trying to say here that is full of sexual predators or tha,0,0,0,0
let me rephrase there is no way will help me since she fucked five different guys while being in a m,0,0,0,0
maybe she realized that she contradicted herself and the other x she has inferred that,0,0,0,0
yuna is a great cute and strong character but it doesn t work for feminists because she is annoying,0,0,0,0
i forgot that felicia once walked to the other side of the street because she saw gamers early was friggin wild,1,0,0,1
after she bullied and emotionally abused you for the crime of stepping one inch out of her narrative jfc boogie,1,0,0,1
oh she absolutely did but i must give credit where it is due she milked it for everything it was worth,0,0,0,0
she claimed she was to young for so if this is true it would have been a,0,0,0,0
wait so matt lauer raped a women until she passed out damn i never would have thought homie was a gamer,1,1,0,0
i had a secret but i knew she wouldn t understand she wouldn t believe me she d think i was a slut sometimes,1,0,1,0
yes trump just verbally sexually assaulted a senator implying she would do anythin,0,0,0,0
s tweet about is all she needs to report him for sexual harassment to law enforcem,0,0,0,0
no one believes would beg you for anything claiming that she did just makes you,0,0,0,0
and then she was free,0,0,0,0
bill clinton bff kirsten gillibrand eloiting the movement so she can run in the end,1,0,0,1
bill clinton pal gillibrand posing as caring about movement so she can run in the end translatio,1,0,0,1
caitlyn jenner came out today to say she was groped repeatedly by bruce over several years,0,0,0,0
i celebrate and acknowledge tarana burke as the creator of the campaign and she should have been front and center on,0,0,0,0
i had a young women tell me she thinks the campaign is trying to convince all women to take zero accountability,0,0,0,0
i hope to god if u have a daughter she never becomes a victim of assault more importantly if it were,0,0,0,0
if really cared about the of then she wouldn t be a shill,0,0,0,0
so the most buried story of the year google it only stories about what she wore not what she didn t wear a,0,0,0,0
swept under the rug juanita broaddrick on why she feels snubbed by time,0,0,0,0
the origins of are with black women and girls bc the things that existed in many communities didn t speak to us and,1,0,0,1
this black woman made an incredible statement with her hair and was not here for the complaints she got every s,0,0,0,0
we don t know the half of it because congress gagged this fbi agent but she has much to share,0,0,0,0
a friend s eerience of participating in on the bbc in her appearance she discussed unionising low wages precariou,0,0,0,0
because she is small inferior fraud is pathetic how much did soros pay you your thoughts,1,0,0,1
absolutely she mastered the most important fact when asked about trump s sexual misconduct sarah sanders replied,0,0,0,0
accused says would do anything campaign cash after she calls,0,0,0,0
add kirsten gillibrand to the movement we all know that she has been sexually harassed al,0,0,0,0
and where was when was found guilty of the same oh that s right she stood by hi,0,0,0,0
are you implying that she offered sexual favors for votes that sir is sexual harassment right,1,0,0,1
are you insinuating that just because she s a woman she has sex for contributions this is a very,1,1,0,0
are you sure she was begging or did you just rape her and tell yourself she was begging so y,0,0,0,0
as if i didn t think she absolutely rocked before is my hero as she uses her platform to stand,0,0,0,0
bill clinton bff kirsten gillibrand eloiting the movement so she can run in the end,1,0,0,1
bill clinton pal gillibrand posing as caring about movement so she can run in the end transla,1,0,0,1
but he s just standing up and saying cause apparently she tr,1,0,0,1
dear alabama women stand up for girls and women and tell the world you care,0,0,0,0
decent human beings stand up for decency respect the fact that she occupies a senate seat is secon,0,0,0,0
did i miss something why is he attacking her now was she me,0,0,0,0
don t ask him about how he feels what he wants to do with your little girls discusting perv,1,0,0,1
gillibrand has a self serving political angle otherwise she would be silent is a farce we have a justice,0,0,0,0
gloria steinem thinks she has a way to get rid of trump,0,0,0,0
gotta agree with warren here about individual rights if gillibrand wants to be a slut she should be able to do s,1,0,0,1
he is probably pissed that she didnt accept his advances statements like his are exactly why beasts lik,0,0,0,0
here is where to go to vote vote for our girls,0,0,0,0
hey why don t the women of have a class action case against yet let s and she him he can t,0,0,0,0
how about asking chelsea clinton how she feels about the movement,1,0,0,1
i demand gillibrand s resignation that s so gross she offered trump sexual unwanted fa,0,0,0,0
i guess senator gillibrand was right in everything she said trump went in to name calling and bei,0,0,0,0
i hope she had a different haircut when asked for her number the one she has now looks like a frig,0,0,0,0
i know you did this as a distraction but if sarah sanders can defend this she has truly drunk all the koo,0,0,0,0
i know i caught wind through a rd party that she said i was a paid,0,0,0,0
i love what said last night about the moment she said that she hopes this inspires parents,0,0,0,0
i once tried to make a baby in a girls butt and it cost me millions of dollars,0,0,0,0
i think we need an ethics investigation into gillibrand it sounds like she sexually harassed the president for c,0,0,0,0
i totally agree with you john she wildly inappropriately misused the term insult doubt she knows,0,0,0,0
i was on a nice date with my bf and this old white lady was talking about trump and and she said we should,0,0,0,0
if bob mueller doesn t bring trump down the women of backlash will it s karma is a bitch time,1,0,0,1
if gillibrand thinks she can win red states with rubbish she is delusional accusing half the p,1,0,0,1
if a candidate runs for office who i don t like and he or she shook my hand years ago can i accuse him her of,0,0,0,0
if an accuser wants to come forward she must not do so confidentially the right,0,0,0,0
if it s not true she can call an attorney i m sure she has many to pick from,0,0,0,0
if really cared about the of then she wouldn t be a,0,0,0,0
if she is so lightweight then why do you care so much something doesn t add up here,0,0,0,0
if you need any info on the ny slush fund she ignored when dems were paying off victims of sexual misco,0,0,0,0
ignoring the press is the equivalent of ignoring the american people shs doesn t care amp she need,1,0,0,1
imagine if all the girls coming in and out of stranton oakmont were part of this movement jordan and i supp,1,0,0,1
in the current climate of him suggesting she will do anything is disgusting he s is morally bankrupt and a disgrace,0,0,0,0
it s obvious that sassy isn t voting for her owner she s doing everything she can to buck him off i,0,0,0,0
jesus she slept with you guys for contributions too,0,0,0,0
kentucky republican lawmaker who is accused of sexually abusing a yr old while she slept at an overnight new yea,0,0,0,0
looks like you are implying that she offered you sexual favors to get a contribution for her ca,1,0,0,1
millions of women is she signifying a silent here,0,0,0,0
my yr old mom told me sunday she had endured sexual abuse in the workplace in the s i speak out for her,1,0,0,1
my friend was sexually harassed by a bmv employee in north olmsted oh no one she reported it to has taken it seri,0,0,0,0
oh and acusing men of sexual assault is the same thing as fraudulent med malpractice lawsuits he said she said ex,1,0,0,1
oh is she a lightweight because she called for your resignation you need to learn the definition,0,0,0,0
overhead at restaurant man says to server she looks sad and should try smiling minute later asks for water and ca,0,0,0,0
poor she spread he legs to get her job destroying her marriage she must really believe everyone is,0,0,0,0
press secretary sanders sends list of claimed eyewitnesses which she claims enerates from sexual,1,0,0,1
pretty on point calling for franken resignation is pretty on brand for she of all people know that,0,0,0,0
reporter asks sanders if she has ever been sexually harassed,0,0,0,0
right here this tweet is you sexually harassing you are insinuating that she would,0,0,0,0
rush limbaugh must have awesome non disclosure agreements or maybe he keeps his abuse of girls in other countries,1,1,0,0
senator kristin g opposed confirmation of gen mattis she is willing to comprise the safety and s,0,0,0,0
sexist was calling her a lightweight amp lackey implying she traded sex for campaign donations is worse the,0,0,0,0
she knew it was just a matter of time and she was ready for the bully s attack cleverly answered in,0,0,0,0
she was fucking me way to hard i told her to stop but she didn t,0,0,0,0
she s such a lightweight that she provided the impetus to make franken resign the,0,0,0,0
since megyn kelly is now so concerned about the movement and sexual assault one has to wonder what she has,1,0,0,1
slut shaming why is she ashamed of something hmmmm,1,0,0,1
so the most buried story of the year google it only stories about what she wore not what she didn t,0,0,0,0
suggesting she would sleep you she wouldn t be that desperate,0,0,0,0
things men have said to me in a professional setting why are you such a mouthy bitch all the time said by firm,1,0,0,1
this is actual sexual harassment suggesting that a female offered sex in exchange for power is to say that she can,1,0,0,1
this is beyond the pale well like so many of your other tweets you are suggesting that she has,1,0,0,1
this is not a spar this would mean she is in a battle alone,0,0,0,0
this tweet only bolsters gillibrand as she positions herself as a leader of the movement,0,0,0,0
we all know what he meant by she will do anything for it he meant sex just implied that a sitting senator,1,0,0,1
well that went well for megyn huh she better watch it shes messing up the libs,1,0,0,1
what about my response to trump makes you think she is my hero simply because i believe,0,0,0,0
what did nikki haley mean by dealt with has she spoken against roy moore,1,0,0,1
what exactly are you implying when you say she would do anything you are a disgrace to men your,0,0,0,0
what you actually suggesting when you say she would do anything and who are you to speak,0,0,0,0
when i was girls literally,0,0,0,0
when the lost voices of young girls cry out values and moral integrity of humanity should always trump a party line,0,0,0,0
while she is clearly working against some men by holding them accountable for their inappropriate actio,0,0,0,0
wow was funded by someone she considers to be a serial sexual predator is she going to gi,1,0,0,1
yes she voted for guess who hasn t resigned yet nope he didn t resign,0,0,0,0
you can bet she has a story,0,0,0,0
you just called a prostitute by saying she would do anything,0,0,0,0
you know that has zero to do with left right amp you know don walked in on naked teen girls,0,0,0,0
you might want to hear her own words also she never excluded other women who weren t black the woman w,1,1,0,0
you persisted sister thank you from the bottom of my heart for speaking up for women and girls e,1,0,0,1
young girls were either tittilated amp excited by attention from older man or terrified frighted amp confused re moore,0,0,0,0
zola mashariki is a respected executive and wonderful woman and should have never been mistreated the way she was,0,0,0,0
a friend s eerience of participating in on the bbc in her appearance she discussed unionising low wages,0,0,0,0
attacks in tweet then she punches back,0,0,0,0
because she is small inferior fraud is pathetic how much did soros pay you your thoughts,1,0,0,1
campaigned with the clinton s for years now bcuz is buzzing she develops a conscience not buying it,0,0,0,0
eected to arrive at polling place on horseback cuz little girls love ponies,0,0,0,0
is ok with a rapist clinton in the wh but suddenly so self righteous why did she defend clinton wh,0,0,0,0
knowingly excepted campaign contributions from a known sexual predator is she going to gi,0,0,0,0
knowingly excepted campaign contributions from a known sexual predator is she going t,0,0,0,0
look at the girl playing the flute she is definitely unconfortable not happy,0,0,0,0
needs to lodge a complaint against this monster sounds to me that he is trying to suggest she propo,1,0,0,1
oh i don t understand why she annotated her yearbook with the da,0,0,0,0
say and would do anything for them is a derogatory remark implying she would do a sexual act i,0,0,0,0
she needs a new set of knee pads,0,0,0,0
she should lay a charge of sexual harassment,0,0,0,0
sooooo you admit she is a slut at least she is something not a phony indian is a joke,1,0,0,1
voice would be more credible if she wasn t silenced for amp hillary,0,0,0,0
will indeed do anything for money and power i was a paige in congress and she did it to slot of us boys,0,0,0,0
you are an embarrassment you son of a bitch,1,0,0,1
dear principal when ruby left for school yesterday it was but when she returned in the afternoon she was fr,0,0,0,0
i look forward to this being rectified and my daughter and other girls at the school being returned to this millen,0,0,0,0
asking a woman who is pissed off at your sh t if she is pms ing is sexist bs,1,0,0,1
